ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	occ_gpt3_no_tokens	occ_gpt3_avg_delta-uid	occ_gpt3_avg_mu-uid	occ_gpt3_avg_rtm	occ_gpt3_avg_diff_for_low-ic	hyp_gpt3_no_tokens	hyp_gpt3_avg_delta-uid	hyp_gpt3_avg_mu-uid	hyp_gpt3_avg_rtm	hyp_gpt3_avg_diff_for_low-ic	gpt3_delta-uid_correct	gpt3_mu-uid_correct	gpt3_rtm_correct	gpt3_low-ic_correct	occ_gpt2_no_tokens	occ_gpt2_avg_delta-uid	occ_gpt2_avg_mu-uid	occ_gpt2_avg_rtm	occ_gpt2_avg_diff_for_low-ic	hyp_gpt2_no_tokens	hyp_gpt2_avg_delta-uid	hyp_gpt2_avg_mu-uid	hyp_gpt2_avg_rtm	hyp_gpt2_avg_diff_for_low-ic	gpt2_delta-uid_correct	gpt2_mu-uid_correct	gpt2_rtm_correct	gpt2_low-ic_correct
775	72030	Switchboard	self-extracted	seem-raising	canonical	complex	spoken	um now it seems that you know now the the joke of the year is you know those who can't teach	um now you know now the the joke of the year seems to be you know those who can't teach	21	2,7452	2,0875	2,1426	-0,2116	20	3,9878	2,8777	2,8838	0,0615	1	1	1	1	21	2,428	1,8869	1,904	-0,1194	20	3,2425	2,3882	2,3882	-0,0474	1	1	1	1
776	81000	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I'm not trying to sometimes stuff happens and it goes where it shouldn't	I'm not trying to sometimes stuff happens and it goes where it shouldn't go	14	4,2374	3,0377	3,0694	-0,2213	15	4,1682	2,9056	2,9592	-0,3011	0	0	0	0	14	4,2557	2,9298	2,9296	0,0009	15	4,1514	2,8193	2,8614	-0,1263	0	0	0	0
777	81001	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	In my experience you either buy into the Rails Way or you don't	In my experience you either buy into the Rails Way or you don't buy into it	13	2,5607	2,5952	2,7114	-1,2748	16	2,8917	2,6399	2,8381	-1,471	1	1	1	0	13	2,6576	2,8318	2,8541	-0,4937	16	2,7817	2,7709	2,8199	-0,8662	1	0	0	0
778	81002	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	So changes to the node or edge structure will not be reflected in the original graph while changes to the attributes will	So changes to the node or edge structure will not be reflected in the original graph while changes to the attributes will be reflected	21	2,5734	2,3501	3,3352	-1,9516	23	2,3744	2,2746	3,427	-2,1627	0	0	1	0	21	3,2702	2,7697	2,9464	-0,7869	23	3,0033	2,7266	3,0113	-1,0396	0	0	1	0
779	81003	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	This way, when you look at the step because you are walking through the layers of indirection, it's really clear what's going on, and really straight forward to update when your UI changes because it will	This way, when you look at the step because you are walking through the layers of indirection, it's really clear what's going on, and really straight forward to update when your UI changes because it will change	41	3,5711	2,574	3,0384	-1,3062	42	3,4966	2,5408	2,9814	-1,2818	0	0	0	1	41	3,2329	2,2671	2,6218	-1,0389	42	3,1596	2,2134	2,5844	-1,0392	0	0	0	0
780	81004	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	It is not ecstasy or euphoria, it is when things just run as they should	It is not ecstasy or euphoria, it is when things just run as they should run	16	4,558	3,0924	3,2771	-0,6247	17	4,6523	3,0566	3,1728	-0,502	1	0	0	1	16	3,4383	2,8698	2,9592	-0,715	17	3,5098	2,7662	2,8047	-0,6534	1	0	0	1
781	81005	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	In essence I wonder why I paid R140.00 for something that will loose its punch before the permanent ID arrives, if ever it will	In essence I wonder why I paid R140.00 for something that will loose its punch before the permanent ID arrives, if ever it will arrive	27	3,3932	2,8254	2,8306	-0,0465	28	3,3211	2,8441	2,8706	-0,1858	0	1	1	0	27	3,4327	2,7265	2,7294	0,7681	28	3,421	2,654	2,6326	0,7413	0	0	0	0
782	81006	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	You will be evaluated on appearance but this is not Ireland's Next Top Model so do it how you always would	You will be evaluated on appearance but this is not Ireland's Next Top Model so do it how you always would do it	21	7,0436	4,4134	4,211	0,6132	23	6,6927	4,1876	4,0558	0,3405	0	0	0	0	21	5,1148	2,8594	2,8222	0,2604	23	4,8391	2,7905	2,7838	0,0307	0	0	0	0
783	81007	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	We told our humble, feelgood story in the best way we possibly could	We told our humble, feelgood story in the best way we possibly could tell it	14	4,2138	2,8519	3,0699	-0,5732	16	5,089	3,2116	3,3612	-0,4094	1	1	1	1	14	4,0924	2,5876	2,7876	-0,4666	16	4,4962	2,682	2,8649	-0,4878	1	1	1	0
784	81008	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	It doesn't matter where you think you are in your business the odds are you are not playing they game of business as well as you could or should	It doesn't matter where you think you are in your business the odds are you are not playing they game of business as well as you could or should be playing it	29	3,0077	2,4303	3,184	-1,743	32	2,8935	2,3182	3,1889	-1,8821	0	0	1	0	29	2,5937	2,1687	2,4836	-1,2632	32	2,3948	2,1518	2,5987	-1,4926	0	0	1	0
785	81009	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	There were a lot of different factors causing this many we couldn't control and some we could	There were a lot of different factors causing this many we couldn't control and some we could control	17	2,6209	2,4998	3,0116	-1,1596	18	2,6249	2,3889	2,9504	-1,1998	1	0	0	0	17	2,567	2,1234	2,2969	-0,604	18	2,5085	2,1453	2,3691	-0,7702	0	1	1	0
786	81010	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	We have enough to meet our needs they don't	We have enough to meet our needs they don't have enough	9	5,3034	3,0977	3,1417	-0,3965	11	4,4205	2,9332	3,1909	-0,9448	0	0	1	0	9	3,4812	2,0799	2,1683	-0,7376	11	3,1172	1,9214	2,2102	-1,0396	0	0	1	0
787	81011	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	ESGIC says people have good partisanship with it, others don't	ESGIC says people have good partisanship with it, others don't have that	14	4,5032	3,0591	3,224	1,2207	16	4,223	2,9177	2,9177	0,976	0	0	0	0	14	4,666	3,0533	3,1516	0,688	16	4,3743	2,93	2,93	0,4297	0	0	0	0
788	81012	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	This advantage is offset by the fact that the bird loses bodyheat to the water much more rapidly than, say, a duck would	This advantage is offset by the fact that the bird loses bodyheat to the water much more rapidly than, say, a duck would lose bodyheat	25	3,7269	3,0692	3,5661	-1,2591	28	3,6291	2,9855	3,5097	-1,3626	0	0	0	0	25	3,1706	2,8341	3,027	-1,0802	28	2,9492	2,6963	2,9929	-1,2547	0	0	0	0
789	81013	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Bring your lens to us to ensure your photographs are always tack sharp and your autofocus locks on the way it should	Bring your lens to us to ensure your photographs are always tack sharp and your autofocus locks on the way it should lock on	23	3,5207	2,1502	2,5083	-1,4399	25	4,2245	2,4846	2,7763	-1,1834	1	1	1	1	23	4,1215	2,4556	2,5304	-0,2455	25	4,2066	2,4961	2,5443	-0,1723	1	1	1	1
790	81014	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	We have become so accustomed to abortion that perhaps this doesn't impact us as it should	We have become so accustomed to abortion that perhaps this doesn't impact us as it should impact us	16	3,7582	2,7246	3,0477	-1,2924	18	4,2848	2,9055	3,1729	-1,2032	1	1	1	1	16	4,4661	2,5522	2,6899	-0,7747	18	4,4406	2,5471	2,6759	-0,8323	0	0	0	0
791	81015	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	A lot of my posting is on forums far busier than this one with thousands or tens of thousands of members and I'm really used to just jumping in and saying what I have to say, sometimes I recognize the other posters and sometimes I don't	A lot of my posting is on forums far busier than this one with thousands or tens of thousands of members and I'm really used to just jumping in and saying what I have to say, sometimes I recognize the other posters and sometimes I don't recognize them	49	2,5454	2,3666	3,2249	-2,0084	51	2,6846	2,3934	3,2135	-1,9871	1	1	0	1	49	3,037	2,389	2,8133	-1,3699	51	3,1064	2,3796	2,7908	-1,3897	1	0	0	0
792	81016	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I appreciate it and I know so many others will	I appreciate it and I know so many others will appreciate it too	9	3,105	1,942	2,4521	-1,3132	12	2,7792	1,8827	2,6136	-1,7545	0	0	1	0	9	3,2424	2,0665	2,5307	-1,0579	12	2,7801	1,9729	2,6858	-1,5812	0	0	1	0
793	81017	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I don't think inmates should be allowed to decide who they whip and who they don't	I don't think inmates should be allowed to decide who they whip and who they don't whip	17	4,6266	3,3479	4,2497	-1,4742	18	4,4603	3,1943	4,1711	-1,5519	0	0	0	0	17	4,741	2,8907	3,6103	-1,4102	18	4,6438	2,7364	3,4994	-1,4215	0	0	0	0
794	81018	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I sometimes succeed and sometimes I don't	I sometimes succeed and sometimes I don't succeed	7	3,008	3,2477	3,4855	-0,5546	8	3,4608	3,2161	3,2804	-0,2572	1	0	0	1	7	2,3709	3,0698	3,3942	-0,7567	8	2,5767	2,6945	3,0813	-0,7735	1	0	0	0
795	81019	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Those who don't, won't	Those who don't, won't do it	6	3,136	1,7434	2,5046	-2,1996	8	3,5603	1,7439	2,3138	-1,8213	1	1	0	1	6	3,4019	2,0981	2,081	-1,5545	8	3,5676	2,0022	1,996	-1,6012	1	0	0	0
796	81020	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Your template may not be unique, but your content will	Your template may not be unique, but your content will be	10	2,8188	2,154	2,5009	-0,9306	11	2,8396	2,2052	2,6987	-1,2722	1	1	1	0	10	2,4441	1,9744	2,1626	-0,9995	11	2,3193	2,0294	2,3148	-1,2575	0	1	1	0
797	81021	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	It remains to be seen whether The Strokes will ever record another song again though they were recently said to be jamming together in New York City, and the overwhelming odds are they will	It remains to be seen whether The Strokes will ever record another song again though they were recently said to be jamming together in New York City, and the overwhelming odds are they will do so	36	3,9351	3,159	3,507	-1,1696	38	3,9592	3,0914	3,4273	-1,1991	1	0	0	0	36	2,9093	2,4011	2,8787	-1,2899	38	2,8531	2,3325	2,8795	-1,3743	0	0	1	0
798	81022	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I'd do the trade tomorrow again if I could	I'd do the trade tomorrow again if I could do so	9	2,4378	2,9157	2,9356	0,1791	11	2,5716	2,4908	2,55	0,2947	1	0	0	1	9	1,934	2,4516	2,4639	0,1111	11	2,2257	2,2292	2,2305	0,0143	1	0	0	0
799	81023	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	We wrestled way better than I thought we would	We wrestled way better than I thought we would wrestle	9	4,3056	3,5786	4,5198	-1,6941	10	4,5125	3,7157	4,2514	-1,3393	1	1	0	1	9	3,8723	3,2816	3,5713	-0,8689	10	4,1697	3,415	3,5118	-0,4843	1	1	0	1
800	81024	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Immediately he was surrounded by a dozen people, all ripping at the box to grab what they could	Immediately he was surrounded by a dozen people, all ripping at the box to grab what they could grab	19	2,8293	2,1126	2,8637	-1,645	20	3,1443	2,3848	2,9334	-1,3509	1	1	1	1	19	3,4543	2,4859	2,5675	-0,31	20	3,5758	2,5194	2,5552	-0,1785	1	1	0	1
801	81025	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I had what I had and what he had and tried to do the best I could	I had what I had and what he had and tried to do the best I could do	16	3,1297	2,1729	2,6665	-1,7423	17	3,1287	2,0591	2,5916	-1,7246	0	0	0	1	16	2,6351	1,7705	2,4479	-1,7129	17	2,7572	1,78	2,308	-1,6163	1	1	0	1
802	81026	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I waitressed long hours and saved hard so I could go on A Grand Tour of Europe, as all good students should	I waitressed long hours and saved hard so I could go on A Grand Tour of Europe, as all good students should do	23	2,3138	2,5649	2,659	-0,679	24	2,2472	2,5298	2,6547	-0,7573	0	0	0	0	23	2,2867	2,3302	2,3352	0,3903	24	2,2731	2,3846	2,3846	0,2273	0	1	1	0
803	81027	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Despite this, Maureen knows that not everybody feels guilty, although she thinks that maybe they should	Despite this, Maureen knows that not everybody feels guilty, although she thinks that maybe they should feel guilty	18	4,1282	2,3055	2,5505	-0,8098	20	4,1679	2,2628	2,5066	-0,9293	1	0	0	0	18	3,3599	1,7803	1,8981	-0,7928	20	3,2778	1,7583	1,9437	-0,9488	0	0	1	0
804	81028	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	What I witnessed, I would not describe if I could	What I witnessed, I would not describe if I could describe it	10	3,8728	2,2455	2,7126	-0,7784	12	4,3501	2,4377	2,8354	-0,7953	1	1	1	0	10	2,7104	1,4914	1,848	-0,6532	12	2,3507	1,5443	2,0645	-1,0688	0	1	1	0
805	81029	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	And if people think that they can get away with something and, you know, they're that way inclined, well they will	And if people think that they can get away with something and, you know, they're that way inclined, well they will get away with it	24	2,0474	1,7428	2,6907	-2,0905	28	2,024	1,7936	2,8089	-2,2945	0	1	1	0	24	2,4866	1,8561	2,2317	-1,396	28	2,3104	1,9002	2,4305	-1,7142	0	1	1	0
806	81030	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	My minority report argued that one can give a boy an antisexist toy, but he won't play with it in the same way as a girl would	My minority report argued that one can give a boy an antisexist toy, but he won't play with it in the same way as a girl would play with it	31	3,6056	2,7396	3,2228	-1,3339	34	3,5484	2,7145	3,2316	-1,4597	0	0	1	0	31	3,4284	2,6695	2,8154	-0,6651	34	3,3261	2,5854	2,7918	-0,8312	0	0	0	0
807	81031	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	So many things you end up thinking about that you normally wouldn't	So many things you end up thinking about that you normally wouldn't think about	12	4,1193	2,4215	2,4907	-1,1691	14	3,716	2,375	2,6508	-1,516	0	0	1	0	12	3,6123	2,1347	2,5874	-1,1475	14	3,3968	2,0679	2,6989	-1,4648	0	0	1	0
808	81032	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	The noise increase factor of 1.1530 is only approximate and causes the theoretical SNR to drop a bit further than it actually should	The noise increase factor of 1.1530 is only approximate and causes the theoretical SNR to drop a bit further than it actually should drop	26	4,333	3,0329	3,0279	0,0654	27	4,3813	3,0104	3,0048	0,152	1	0	0	1	26	3,0697	2,341	2,3786	-0,2004	27	3,0571	2,3098	2,3331	-0,1503	0	0	0	1
809	81033	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	In our time it is commonly assumed that people participate more in collective action when they believe others will	In our time it is commonly assumed that people participate more in collective action when they believe others will participate as well	18	3,3577	2,5759	2,7048	-1,0737	21	3,0452	2,4918	2,8033	-1,4077	0	0	1	0	18	3,2899	1,9995	2,049	-0,839	21	3,1135	1,9754	2,1161	-1,079	0	0	1	0
810	81034	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	It is not so important if they will support it because as things stand it seems they will	It is not so important if they will support it because as things stand it seems they will do so	17	1,9902	1,5949	1,624	-0,6407	19	2,3794	1,7375	1,7569	-0,733	1	1	1	0	17	1,6892	1,2397	1,4593	-0,8745	19	1,7689	1,2204	1,5168	-0,9934	1	0	1	0
811	81035	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Rest will be a huge help but it is not the only thing that will help you because along with the rest you will also need to get some physical therapy to make sure everything will heal the way it should	Rest will be a huge help but it is not the only thing that will help you because along with the rest you will also need to get some physical therapy to make sure everything will heal the way it should heal	40	2,4748	2,1552	3,1262	-1,9949	41	2,6394	2,3176	3,1597	-1,8413	1	1	1	1	40	1,855	1,5842	2,2664	-1,6923	41	1,9904	1,6791	2,2899	-1,5723	1	1	1	1
812	81036	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I suspect the problem here is that MS is not handling the queries on the forms combo boxes or subform record sources and the sub reports as well as they could	I suspect the problem here is that MS is not handling the queries on the forms combo boxes or subform record sources and the sub reports as well as they could be handling them	31	3,5121	2,3924	2,5664	-0,7862	34	3,512	2,4028	2,6004	-0,92	0	1	1	0	31	4,0205	2,7502	2,6956	0,6052	34	3,9056	2,6557	2,6237	0,3962	0	0	0	0
813	81037	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	He was also, and not unreasonably, annoyed at her not coming back earlier, as she had said she would	He was also, and not unreasonably, annoyed at her not coming back earlier, as she had said she would do	23	1,8727	1,8996	2,428	-1,9502	24	1,9646	1,8745	2,3542	-1,896	1	0	0	1	23	2,1645	1,9047	2,1568	-1,3405	24	2,1649	1,8341	2,1315	-1,3493	1	0	0	0
814	81038	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Third, prayer doesn't work the way the atheists imply it should	Third, prayer doesn't work the way the atheists imply it should work	12	2,7064	2,052	2,3635	-0,9345	13	2,5134	1,9531	2,3479	-1,0266	0	0	0	0	12	3,8561	2,385	2,4505	-0,274	13	3,587	2,2689	2,3706	-0,3616	0	0	0	0
815	81039	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	And arbiters hired by the arbitration firm know that those who rule in favor of the company will be rehired and those who don't won't	And arbiters hired by the arbitration firm know that those who rule in favor of the company will be rehired and those who don't won't be rehired	29	3,879	2,9901	3,9244	-1,5958	33	3,5093	2,7596	3,9316	-1,8837	0	0	1	0	29	3,6751	2,5778	3,0814	-1,37	33	3,3978	2,4447	3,1549	-1,651	0	0	1	0
816	81040	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Radke said it may be that people are not accurately diagnosed, or that doctors do not report the illness to health authorities as they should	Radke said it may be that people are not accurately diagnosed, or that doctors do not report the illness to health authorities as they should do	26	2,685	1,9605	2,6015	-1,3733	27	2,87	2,0843	2,6182	-1,2109	1	1	1	1	26	2,5697	1,575	2,056	-1,1794	27	2,586	1,5931	2,0028	-1,1128	1	1	0	1
817	81041	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Companies would have to prove that they did everything they could	Companies would have to prove that they did everything they could do	10	2,973	2,118	2,9275	-2,0238	11	3,0035	2,0149	2,7762	-1,9533	1	0	0	1	10	2,2445	1,8041	2,3022	-2,0965	11	2,4027	1,7558	2,1562	-1,9692	1	0	0	1
818	81042	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	It actually offends my sensibilities more when they agree with me than when they don't	It actually offends my sensibilities more when they agree with me than when they don't agree with me	16	3,0208	2,7859	3,4319	-1,7334	19	2,9957	2,6687	3,3855	-1,9552	0	0	0	0	16	2,6132	2,3281	2,878	-1,415	19	2,6979	2,2938	2,865	-1,628	1	0	0	0
819	81043	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	When the subject of capital accumulation and formation is discussed it quite often starts from the top down and not the bottom up, like it should	When the subject of capital accumulation and formation is discussed it quite often starts from the top down and not the bottom up, like it should do	26	4,4328	2,813	3,1531	-1,05	27	4,494	2,8197	3,091	-0,9575	1	1	0	1	26	3,5463	2,1806	2,3388	-0,7717	27	3,422	2,1028	2,2782	-0,7691	0	0	0	1
820	81044	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I really shouldn't be taking all the blame on this issue but, we all should	I really shouldn't be taking all the blame on this issue but, we all should be taking the blame	16	3,366	2,2901	2,2573	-0,5806	20	3,1274	2,3532	2,3554	-1,0164	0	1	1	0	16	1,6796	1,333	1,4336	-0,9152	20	1,6265	1,5997	1,8483	-1,4336	0	1	1	0
821	81045	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	Then, when her mom signs her up for horse riding lessons again, the girl will have to do something she never thought she would	Then, when her mom signs her up for horse riding lessons again, the girl will have to do something she never thought she would do	25	3,2885	2,3352	2,7706	-1,6425	26	3,1813	2,324	2,815	-1,7272	0	0	1	0	25	2,6019	1,9623	2,5856	-1,2406	26	2,5135	1,9397	2,6197	-1,3265	0	0	1	0
822	81046	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	You aren't going to save much money anyway because they get wholesale pricing on the doors and you won't	You aren't going to save much money anyway because they get wholesale pricing on the doors and you won't get that	20	3,4272	2,4892	2,5724	-0,8317	22	3,208	2,4971	2,674	-1,0925	0	1	1	0	20	3,5532	2,3449	2,5652	-0,775	22	3,3994	2,2066	2,4994	-0,8719	0	0	0	0
823	81047	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	He told me once that this allowed him to work at a rate few other people could	He told me once that this allowed him to work at a rate few other people could work at	16	3,9115	2,699	2,7839	-1,16	18	4,0161	2,665	2,7373	-1,2525	1	0	0	0	16	3,308	2,3255	2,5238	-1,1203	18	3,4172	2,2954	2,4764	-1,1634	1	0	0	0
824	81048	Switchboard	self-extracted	sluicing	sluiced	complex	spoken	I have never been a knitting person and I don't think I ever will	I have never been a knitting person and I don't think I ever will be	14	2,7517	2,1467	3,3384	-2,1901	15	2,5559	2,1124	3,4272	-2,3555	0	0	1	0	14	2,6426	1,8108	2,8575	-1,765	15	2,4613	1,7766	2,947	-1,9272	0	0	1	0
825	82000	Switchboard	self-extracted	sluicing	canonical	complex	spoken	Joe Berry published his response, so I thought I would do the same	Joe Berry published his response, so I thought I would	13	3,5753	3,3014	3,4777	-0,729	10	4,3272	3,4137	3,3744	0,1967	1	1	0	1	13	2,7222	2,7029	2,983	-0,7281	10	3,267	3,0287	3,0531	-0,1218	1	1	1	1
826	82001	Switchboard	self-extracted	sluicing	canonical	complex	spoken	I'm trying to exercise that right, and I hope you will do the same	I'm trying to exercise that right, and I hope you will	15	2,5065	2,0395	2,9344	-1,7877	12	2,4904	2,0186	2,8514	-1,418	0	0	0	1	15	2,2219	1,6607	2,4782	-1,7981	12	2,5636	1,6832	2,2395	-1,3893	1	1	0	1
827	82002	Switchboard	self-extracted	sluicing	canonical	complex	spoken	I got a PM that mentioned that I should get the collimation ring as well, so I will do that too	I got a PM that mentioned that I should get the collimation ring as well, so I will	22	3,0802	2,4064	2,5522	-0,8112	19	3,2298	2,415	2,4667	-0,4597	1	1	0	1	22	2,8167	2,0401	2,2806	-0,7674	19	2,9224	2,176	2,3031	-0,551	1	1	1	1
828	82003	Switchboard	self-extracted	sluicing	canonical	complex	spoken	If it wants to print its own paper, it should do that too	If it wants to print its own paper, it should	13	3,103	2,4489	2,439	-0,2954	10	3,6034	2,337	2,4416	-1,1003	1	0	1	0	13	3,1109	1,7006	2,3051	-1,4953	10	3,8788	2,0669	2,4639	-1,4111	1	1	1	1
829	82004	Switchboard	self-extracted	sluicing	canonical	complex	spoken	The men are trying to get a greater share of money from the Grand Slams, do you think the women should do that too	The men are trying to get a greater share of money from the Grand Slams, do you think the women should	25	4,3807	2,8087	3,116	-1,151	22	4,4201	2,8439	3,124	-1,0512	1	1	1	1	25	3,3493	2,0294	2,5331	-1,2366	22	3,5448	2,2004	2,6292	-1,1559	1	1	1	1
830	82005	Switchboard	self-extracted	sluicing	canonical	complex	spoken	If there is anything else we can do, we will do it too	If there is anything else we can do, we will	13	2,4465	1,6731	3,0236	-2,4617	10	2,2332	1,3341	2,8997	-2,7757	0	0	0	0	13	1,6275	1,3953	2,6082	-2,3471	10	1,3457	1,1899	2,5584	-2,4799	0	0	0	0
831	82006	Switchboard	self-extracted	sluicing	canonical	complex	spoken	I come here as a friend standing by a lot of my LGBT friends and I come here as a parent to make a commitment and pledge to bring my son up in a nonprejudiced environment and hope that all parents would do so too	I come here as a friend standing by a lot of my LGBT friends and I come here as a parent to make a commitment and pledge to bring my son up in a nonprejudiced environment and hope that all parents would	47	2,9304	2,0532	2,7023	-1,4794	44	3,0034	2,1436	2,7232	-1,4135	1	1	1	1	47	3,3048	2,1738	2,4861	-1,0689	44	3,4324	2,2776	2,5653	-1,0516	1	1	1	1
832	82007	Switchboard	self-extracted	sluicing	canonical	complex	spoken	If Sex and the City can pull off a good movie after an amazing series, I have no doubt the VM crew could do it too	If Sex and the City can pull off a good movie after an amazing series, I have no doubt the VM crew could	26	3,5891	2,9311	3,3997	-1,4109	23	3,9186	3,0839	3,3885	-1,1418	1	1	0	1	26	2,6831	2,3005	2,4104	-0,4314	23	2,7564	2,359	2,3918	-0,1547	1	1	0	1
833	82008	Switchboard	self-extracted	sluicing	canonical	complex	spoken	If you haven't read the previous blog posts, you should do so	If you haven't read the previous blog posts, you should	13	1,6631	0,9869	2,7497	-2,7496	11	1,6848	0,9731	2,629	-2,629	1	0	0	1	13	2,0351	1,3245	2,3385	-2,2913	11	1,6593	1,1645	2,3626	-2,3607	0	0	1	0
834	82009	Switchboard	self-extracted	sluicing	canonical	complex	spoken	If you plop em all in they'll stick and shit, so don't do that	If you plop em all in they'll stick and shit, so don't	17	4,8764	3,3093	3,3066	0,0457	15	5,3989	3,2558	3,2912	0,5309	1	0	0	1	17	4,1166	2,4716	2,6944	-0,5409	15	4,4038	2,5964	2,6743	-0,2337	1	1	0	1
835	82010	Switchboard	self-extracted	sluicing	canonical	complex	spoken	I had actually decided I wanted to get rid of my car quite some time back, but thought I would need to move before I could do so	I had actually decided I wanted to get rid of my car quite some time back, but thought I would need to move before I could	28	2,6585	2,1723	2,8242	-2,0309	26	2,8346	2,204	2,739	-1,8858	1	1	0	1	28	2,4243	1,9253	2,357	-1,6979	26	2,5169	1,9798	2,317	-1,6072	1	1	0	1
836	82011	Switchboard	self-extracted	sluicing	canonical	complex	spoken	This will be a long, slow process and anyone who can reindex should do so	This will be a long, slow process and anyone who can reindex should	16	3,0235	2,2667	2,415	-0,8188	14	3,1795	2,1386	2,251	-0,4263	1	0	0	1	16	2,3476	2,126	2,5011	-1,0003	14	2,2586	2,1811	2,3675	-0,6522	0	1	0	1
837	82012	Switchboard	self-extracted	sluicing	canonical	complex	spoken	If the Palestine Solidarity groups are unwilling to do this, we will do it	If the Palestine Solidarity groups are unwilling to do this, we will	15	5,3373	2,894	3,2204	-1,0421	13	5,6509	3,0778	3,3326	-0,823	1	1	1	1	15	4,3006	2,4246	2,9661	-1,2733	13	4,6215	2,6463	3,0338	-1,0806	1	1	1	1
838	82013	Switchboard	self-extracted	sluicing	canonical	complex	spoken	If we do not have a programme that meets your needs we will try to direct you to a programme delivered by another agency that will do so	If we do not have a programme that meets your needs we will try to direct you to a programme delivered by another agency that will	27	2,6242	1,6624	2,8791	-2,2963	25	2,5914	1,6272	2,9166	-2,2892	0	0	1	1	27	2,6508	1,7048	2,3484	-1,5679	25	2,8124	1,7698	2,4702	-1,6273	1	1	1	0
839	82014	Switchboard	self-extracted	sluicing	canonical	complex	spoken	On a personal note I can't ever forgive but that does not mean that if I were in a position to take revenge, I would do it	On a personal note I can't ever forgive but that does not mean that if I were in a position to take revenge, I would	28	1,9856	2,0327	2,6832	-1,8377	26	2,0964	2,0492	2,6068	-1,6949	1	1	0	1	28	2,0724	1,7314	2,484	-1,8689	26	2,0998	1,7763	2,4387	-1,7763	1	1	0	1
840	82015	Switchboard	self-extracted	sluicing	canonical	complex	spoken	But, even though we all know how important it is to get an HIV test, many of us still don't do it	But, even though we all know how important it is to get an HIV test, many of us still don't	24	1,5034	1,4668	3,1001	-2,8452	22	1,5196	1,5232	3,0285	-2,751	1	1	0	1	24	1,9683	1,4858	2,5161	-2,3638	22	1,6986	1,4059	2,5312	-2,383	0	0	1	0
841	82016	Switchboard	self-extracted	sluicing	canonical	complex	spoken	He wanted to hold hands and I couldn't do it	He wanted to hold hands and I couldn't	10	3,019	2,0446	2,3294	-1,4965	8	3,3623	2,0508	2,0508	-1,0083	1	1	0	1	10	2,9278	2,2239	2,3135	-1,3706	8	3,3049	2,1503	2,0455	-0,8669	1	0	0	1
